,type1,type2,avg_off_mult,avg_def_mult,avg_net,exists
0,Normal,,0.9655904842820731,1.060322854715378,-0.09473237043330496,True
1,Normal,Fighting,1.3576890399320305,1.3305012744265081,0.027187765505522377,True
2,Normal,Flying,1.2463891248937977,1.2633814783347495,-0.016992353440951735,True
3,Normal,Poison,1.1486830926083262,1.254035683942226,-0.10535259133389974,False
4,Normal,Ground,1.3449447748513168,1.3704333050127442,-0.02548853016142738,True
5,Normal,Rock,1.2982158028887,1.4468988954970263,-0.14868309260832624,False
6,Normal,Bug,1.2735768903993203,1.3135089209855566,-0.03993203058623629,False
7,Normal,Ghost,1.1775700934579438,1.2149532710280373,-0.03738317757009346,True
8,Normal,Steel,1.179269328802039,1.221750212404418,-0.042480883602378894,False
9,Normal,Fire,1.2977909940526764,1.3364485981308412,-0.038657604078164765,False
10,Normal,Water,1.2132540356839423,1.2548853016142736,-0.041631265930331285,True
11,Normal,Grass,1.2608326253186066,1.4231096006796942,-0.16227697536108754,True
12,Normal,Electric,1.2463891248937977,1.151231945624469,0.09515717926932865,False
13,Normal,Psychic,1.145284621920136,1.292268479184367,-0.14698385726423102,True
14,Normal,Ice,1.3381478334749364,1.2778249787595581,0.06032285471537824,False
15,Normal,Dragon,1.0671197960917587,1.2557349192863212,-0.18861512319456253,True
16,Normal,Dark,1.1775700934579438,1.207731520815633,-0.03016142735768912,False
17,Normal,Fairy,1.2081563296516566,1.215802888700085,-0.007646559048428259,True
18,Fighting,Normal,1.3576890399320305,1.3305012744265081,0.027187765505522377,False
19,Fighting,,1.2786745964316057,1.234069668649108,0.044604927782497805,True
20,Fighting,Flying,1.5938827527612573,1.4184367034834324,0.17544604927782492,True
21,Fighting,Poison,1.4983007646559048,1.3232795242141036,0.17502124044180123,True
22,Fighting,Ground,1.5458793542905693,1.5212404418011896,0.024638912489379772,False
23,Fighting,Rock,1.560747663551402,1.64910790144435,-0.088360237892948,False
24,Fighting,Bug,1.524214103653356,1.3925233644859814,0.13169073916737473,False
25,Fighting,Ghost,1.519966015293118,1.3768054375531011,0.1431605777400169,True
26,Fighting,Steel,1.4197111299915037,1.4409515717926933,-0.021240441801189558,True
27,Fighting,Fire,1.5378079864061172,1.488105352591334,0.04970263381478324,True
28,Fighting,Water,1.4936278674596433,1.4248088360237894,0.06881903143585388,True
29,Fighting,Grass,1.5076465590484283,1.502124044180119,0.005522514868309347,False
30,Fighting,Electric,1.5556499575191165,1.3330501274426507,0.22259983007646578,True
31,Fighting,Psychic,1.4808836023789296,1.4519966015293118,0.028887000849617817,True
32,Fighting,Ice,1.6219201359388276,1.4961767204757859,0.12574341546304169,True
33,Fighting,Dragon,1.4197111299915037,1.3661852166525064,0.053525913338997366,True
34,Fighting,Dark,1.5106202209005948,1.3865760407816483,0.12404418011894647,True
35,Fighting,Fairy,1.4842820730671198,1.3695836873406966,0.11469838572642321,False
36,Flying,Normal,1.2463891248937977,1.2633814783347495,-0.016992353440951735,False
37,Flying,Fighting,1.5938827527612573,1.4184367034834324,0.17544604927782492,True
38,Flying,,1.2272727272727273,1.1253186066270178,0.10195412064570952,True
39,Flying,Poison,1.302463891248938,1.3071367884451996,-0.004672897196261738,False
40,Flying,Ground,1.5412064570943076,1.4231096006796942,0.11809685641461343,False
41,Flying,Rock,1.4579439252336448,1.5853865760407817,-0.1274426508071369,False
42,Flying,Bug,1.4180118946474087,1.312659303313509,0.10535259133389974,False
43,Flying,Ghost,1.4146134239592183,1.3033135089209855,0.11129991503823278,False
44,Flying,Steel,1.4048428207306711,1.358963466440102,0.04587935429056911,True
45,Flying,Fire,1.3615123194562446,1.3394222599830077,0.022090059473236945,False
46,Flying,Water,1.4519966015293118,1.300764655904843,0.15123194562446884,True
47,Flying,Grass,1.4995751911639763,1.4426508071367885,0.0569243840271878,False
48,Flying,Electric,1.461767204757859,1.2548853016142736,0.20688190314358534,False
49,Flying,Psychic,1.3075615972812233,1.3865760407816483,-0.07901444350042497,False
50,Flying,Ice,1.4647408666100254,1.3865760407816483,0.07816482582837714,False
51,Flying,Dragon,1.3228547153780799,1.2905692438402718,0.03228547153780803,True
52,Flying,Dark,1.4146134239592183,1.387425658453696,0.027187765505522377,True
53,Flying,Fairy,1.3831775700934579,1.2973661852166525,0.0858113848768054,False
54,Poison,Normal,1.1486830926083262,1.254035683942226,-0.10535259133389974,True
55,Poison,Fighting,1.4983007646559048,1.3232795242141036,0.17502124044180123,True
56,Poison,Flying,1.302463891248938,1.3071367884451996,-0.004672897196261738,True
57,Poison,,1.1146983857264232,1.101104502973662,0.0135938827527613,True
58,Poison,Ground,1.48768054375531,1.4528462192013594,0.034834324553950635,True
59,Poison,Rock,1.4426508071367885,1.525913338997451,-0.08326253186066257,False
60,Poison,Bug,1.3118096856414614,1.3691588785046729,-0.057349192863211496,True
61,Poison,Ghost,1.3271028037383177,1.274001699235344,0.05310110450297367,False
62,Poison,Steel,1.2871707731520816,1.25785896346644,0.02931180968564151,False
63,Poison,Fire,1.347068819031436,1.3220050977060323,0.025063721325403687,True
64,Poison,Water,1.3806287170773153,1.3602378929481733,0.02039082412914195,True
65,Poison,Grass,1.415463041631266,1.4944774851316907,-0.07901444350042475,False
66,Poison,Electric,1.398895497026338,1.1835174171622769,0.2153780798640612,False
67,Poison,Psychic,1.3016142735768903,1.3772302463891248,-0.07561597281223453,True
68,Poison,Ice,1.3925233644859814,1.4256584536958368,-0.03313508920985542,False
69,Poison,Dragon,1.2370433305012745,1.320305862361937,-0.08326253186066257,True
70,Poison,Dark,1.3271028037383177,1.3806287170773153,-0.05352591333899759,True
71,Poison,Fairy,1.356839422259983,1.286321155480034,0.0705182667799491,True
72,Ground,Normal,1.3449447748513168,1.3704333050127442,-0.02548853016142738,True
73,Ground,Fighting,1.5458793542905693,1.5212404418011896,0.024638912489379772,True
74,Ground,Flying,1.5412064570943076,1.4231096006796942,0.11809685641461343,True
75,Ground,Poison,1.48768054375531,1.4528462192013594,0.034834324553950635,False
76,Ground,,1.300764655904843,1.2531860662701784,0.04757858963466455,True
77,Ground,Rock,1.5191163976210704,1.4808836023789296,0.03823279524214085,True
78,Ground,Bug,1.5811384876805437,1.519966015293118,0.061172472387425625,False
79,Ground,Ghost,1.491928632115548,1.4086661002548853,0.08326253186066279,True
80,Ground,Steel,1.4435004248088361,1.4834324553950722,-0.03993203058623607,True
81,Ground,Fire,1.534409515717927,1.4163126593033135,0.11809685641461343,True
82,Ground,Water,1.37892948173322,1.3678844519966016,0.011045029736618472,False
83,Ground,Grass,1.4723874256584537,1.5552251486830926,-0.08283772302463888,True
84,Ground,Electric,1.5301614273576891,1.3496176720475785,0.18054375531011058,True
85,Ground,Psychic,1.4044180118946474,1.485981308411215,-0.08156329651656757,True
86,Ground,Ice,1.6074766355140186,1.5505522514868308,0.0569243840271878,False
87,Ground,Dragon,1.4018691588785046,1.3997451146983857,0.0021240441801189114,True
88,Ground,Dark,1.491928632115548,1.4902293967714528,0.001699235344095218,True
89,Ground,Fairy,1.5106202209005948,1.4265080713678844,0.0841121495327104,False
90,Rock,Normal,1.2982158028887,1.4468988954970263,-0.14868309260832624,False
91,Rock,Fighting,1.560747663551402,1.64910790144435,-0.088360237892948,True
92,Rock,Flying,1.4579439252336448,1.5853865760407817,-0.1274426508071369,True
93,Rock,Poison,1.4426508071367885,1.525913338997451,-0.08326253186066257,True
94,Rock,Ground,1.5191163976210704,1.4808836023789296,0.03823279524214085,True
95,Rock,,1.2731520815632966,1.370858113848768,-0.09770603228547148,True
96,Rock,Bug,1.525913338997451,1.6346644010195412,-0.10875106202209017,True
97,Rock,Ghost,1.4519966015293118,1.5016992353440952,-0.04970263381478346,False
98,Rock,Steel,1.4078164825828376,1.45964316057774,-0.05182667799490237,True
99,Rock,Fire,1.4621920135938828,1.477909940526763,-0.01571792693288021,True
100,Rock,Water,1.415463041631266,1.4898045879354291,-0.07434154630416323,True
101,Rock,Grass,1.5174171622769754,1.7153780798640612,-0.19796091758708578,True
102,Rock,Electric,1.4209855564995753,1.445199660152931,-0.024214103653355856,True
103,Rock,Psychic,1.4180118946474087,1.6023789294817332,-0.18436703483432448,True
104,Rock,Ice,1.508071367884452,1.5573491928632115,-0.049277824978759543,True
105,Rock,Dragon,1.3559898045879355,1.5620220900594732,-0.20603228547153773,True
106,Rock,Dark,1.439252336448598,1.554800339847069,-0.11554800339847082,True
107,Rock,Fairy,1.4681393372982159,1.497875955819881,-0.029736618521665203,True
108,Bug,Normal,1.2735768903993203,1.3135089209855566,-0.03993203058623629,False
109,Bug,Fighting,1.524214103653356,1.3925233644859814,0.13169073916737473,True
110,Bug,Flying,1.4180118946474087,1.312659303313509,0.10535259133389974,True
111,Bug,Poison,1.3118096856414614,1.3691588785046729,-0.057349192863211496,True
112,Bug,Ground,1.5811384876805437,1.519966015293118,0.061172472387425625,True
113,Bug,Rock,1.525913338997451,1.6346644010195412,-0.10875106202209017,True
114,Bug,,1.1971112999150382,1.2039082412914188,-0.00679694137638065,True
115,Bug,Ghost,1.3423959218351742,1.3559898045879355,-0.0135938827527613,True
116,Bug,Steel,1.4222599830076466,1.3542905692438403,0.06796941376380627,True
117,Bug,Fire,1.4422259983007646,1.40696686491079,0.03525913338997455,True
118,Bug,Water,1.4808836023789296,1.4129141886151233,0.06796941376380627,True
119,Bug,Grass,1.4893797790994052,1.389124893797791,0.1002548853016143,True
120,Bug,Electric,1.4995751911639763,1.308411214953271,0.19116397621070536,True
121,Bug,Psychic,1.401019541206457,1.4171622769753611,-0.016142735768904126,True
122,Bug,Ice,1.4664401019541207,1.3712829226847918,0.09515717926932887,False
123,Bug,Dragon,1.3305012744265081,1.389124893797791,-0.0586236193712828,False
124,Bug,Dark,1.3198810535259133,1.4265080713678844,-0.10662701784197104,True
125,Bug,Fairy,1.3793542905692437,1.3636363636363635,0.01571792693288021,True
126,Ghost,Normal,1.1775700934579438,1.2149532710280373,-0.03738317757009346,False
127,Ghost,Fighting,1.519966015293118,1.3768054375531011,0.1431605777400169,False
128,Ghost,Flying,1.4146134239592183,1.3033135089209855,0.11129991503823278,True
129,Ghost,Poison,1.3271028037383177,1.274001699235344,0.05310110450297367,True
130,Ghost,Ground,1.491928632115548,1.4086661002548853,0.08326253186066279,True
131,Ghost,Rock,1.4519966015293118,1.5016992353440952,-0.04970263381478346,False
132,Ghost,Bug,1.3423959218351742,1.3559898045879355,-0.0135938827527613,False
133,Ghost,,1.1032285471537808,1.0225148683092609,0.08071367884451996,True
134,Ghost,Steel,1.3449447748513168,1.2850467289719627,0.0598980458793541,False
135,Ghost,Fire,1.447748513169074,1.3793542905692437,0.06839422259983019,True
136,Ghost,Water,1.3721325403568394,1.3092608326253186,0.06287170773152084,False
137,Ghost,Grass,1.4256584536958368,1.4732370433305013,-0.04757858963466455,True
138,Ghost,Electric,1.4044180118946474,1.2107051826677995,0.19371282922684796,False
139,Ghost,Psychic,1.3092608326253186,1.2124044180118947,0.09685641461342387,False
140,Ghost,Ice,1.480033984706882,1.3967714528462192,0.08326253186066279,False
141,Ghost,Dragon,1.2412914188615123,1.3109600679694138,-0.06966864910790149,True
142,Ghost,Dark,1.1707731520815634,1.3483432455395072,-0.17757009345794383,True
143,Ghost,Fairy,1.3704333050127442,1.2489379779099405,0.12149532710280364,True
144,Steel,Normal,1.179269328802039,1.221750212404418,-0.042480883602378894,False
145,Steel,Fighting,1.4197111299915037,1.4409515717926933,-0.021240441801189558,True
146,Steel,Flying,1.4048428207306711,1.358963466440102,0.04587935429056911,True
147,Steel,Poison,1.2871707731520816,1.25785896346644,0.02931180968564151,True
148,Steel,Ground,1.4435004248088361,1.4834324553950722,-0.03993203058623607,True
149,Steel,Rock,1.4078164825828376,1.45964316057774,-0.05182667799490237,True
150,Steel,Bug,1.4222599830076466,1.3542905692438403,0.06796941376380627,False
151,Steel,Ghost,1.3449447748513168,1.2850467289719627,0.0598980458793541,True
152,Steel,,1.1096006796941376,0.9762107051826678,0.13338997451146972,True
153,Steel,Fire,1.3598130841121496,1.3322005097706033,0.027612574341546292,False
154,Steel,Water,1.288445199660153,1.37892948173322,-0.09048428207306713,False
155,Steel,Grass,1.3440951571792694,1.4638912489379778,-0.11979609175870842,False
156,Steel,Electric,1.3853016142735768,1.213678844519966,0.1716227697536108,False
157,Steel,Psychic,1.3237043330501275,1.393372982158029,-0.06966864910790149,True
158,Steel,Ice,1.435429056924384,1.32625318606627,0.10917587085811387,False
159,Steel,Dragon,1.2438402718776551,1.3678844519966016,-0.12404418011894647,True
160,Steel,Dark,1.3449447748513168,1.3364485981308412,0.008496176720475646,False
161,Steel,Fairy,1.3593882752761257,1.3330501274426507,0.02633814783347499,True
162,Fire,Normal,1.2977909940526764,1.3364485981308412,-0.038657604078164765,True
163,Fire,Fighting,1.5378079864061172,1.488105352591334,0.04970263381478324,True
164,Fire,Flying,1.3615123194562446,1.3394222599830077,0.022090059473236945,True
165,Fire,Poison,1.347068819031436,1.3220050977060323,0.025063721325403687,True
166,Fire,Ground,1.534409515717927,1.4163126593033135,0.11809685641461343,True
167,Fire,Rock,1.4621920135938828,1.477909940526763,-0.01571792693288021,True
168,Fire,Bug,1.4422259983007646,1.40696686491079,0.03525913338997455,True
169,Fire,Ghost,1.447748513169074,1.3793542905692437,0.06839422259983019,True
170,Fire,Steel,1.3598130841121496,1.3322005097706033,0.027612574341546292,True
171,Fire,,1.2315208156329651,1.1775700934579438,0.05395072217502128,True
172,Fire,Water,1.4439252336448598,1.4048428207306711,0.03908241291418868,True
173,Fire,Grass,1.5067969413763806,1.5531011045029737,-0.04630416312659302,False
174,Fire,Electric,1.5101954120645709,1.2608326253186066,0.24936278674596424,False
175,Fire,Psychic,1.4180118946474087,1.45964316057774,-0.041631265930331285,True
176,Fire,Ice,1.44732370433305,1.4460492778249787,0.0012744265080713024,False
177,Fire,Dragon,1.3644859813084111,1.3823279524214103,-0.017841971112999122,True
178,Fire,Dark,1.447748513169074,1.4587935429056924,-0.011045029736618472,True
179,Fire,Fairy,1.4651656754460494,1.3785046728971964,0.086661002548853,False
180,Water,Normal,1.2132540356839423,1.2548853016142736,-0.041631265930331285,False
181,Water,Fighting,1.4936278674596433,1.4248088360237894,0.06881903143585388,True
182,Water,Flying,1.4519966015293118,1.300764655904843,0.15123194562446884,True
183,Water,Poison,1.3806287170773153,1.3602378929481733,0.02039082412914195,True
184,Water,Ground,1.37892948173322,1.3678844519966016,0.011045029736618472,True
185,Water,Rock,1.415463041631266,1.4898045879354291,-0.07434154630416323,True
186,Water,Bug,1.4808836023789296,1.4129141886151233,0.06796941376380627,True
187,Water,Ghost,1.3721325403568394,1.3092608326253186,0.06287170773152084,True
188,Water,Steel,1.288445199660153,1.37892948173322,-0.09048428207306713,True
189,Water,Fire,1.4439252336448598,1.4048428207306711,0.03908241291418868,False
190,Water,,1.14910790144435,1.1155480033984706,0.03355989804587933,True
191,Water,Grass,1.3109600679694138,1.4745114698385726,-0.16355140186915884,True
192,Water,Electric,1.399320305862362,1.2514868309260834,0.14783347493627863,True
193,Water,Psychic,1.346644010195412,1.3823279524214103,-0.035683942225998244,True
194,Water,Ice,1.429481733220051,1.4341546304163126,-0.004672897196261738,True
195,Water,Dragon,1.2735768903993203,1.3011894647408666,-0.027612574341546292,True
196,Water,Dark,1.3721325403568394,1.3797790994052677,-0.007646559048428259,True
197,Water,Fairy,1.3967714528462192,1.3109600679694138,0.0858113848768054,True
198,Grass,Normal,1.2608326253186066,1.4231096006796942,-0.16227697536108754,True
199,Grass,Fighting,1.5076465590484283,1.502124044180119,0.005522514868309347,True
200,Grass,Flying,1.4995751911639763,1.4426508071367885,0.0569243840271878,True
201,Grass,Poison,1.415463041631266,1.4944774851316907,-0.07901444350042475,True
202,Grass,Ground,1.4723874256584537,1.5552251486830926,-0.08283772302463888,True
203,Grass,Rock,1.5174171622769754,1.7153780798640612,-0.19796091758708578,False
204,Grass,Bug,1.4893797790994052,1.389124893797791,0.1002548853016143,False
205,Grass,Ghost,1.4256584536958368,1.4732370433305013,-0.04757858963466455,True
206,Grass,Steel,1.3440951571792694,1.4638912489379778,-0.11979609175870842,True
207,Grass,Fire,1.5067969413763806,1.5531011045029737,-0.04630416312659302,True
208,Grass,Water,1.3109600679694138,1.4745114698385726,-0.16355140186915884,False
209,Grass,,1.153355989804588,1.278249787595582,-0.12489379779099408,True
210,Grass,Electric,1.3330501274426507,1.4099405267629566,-0.07689039932030584,False
211,Grass,Psychic,1.3942225998300766,1.4732370433305013,-0.07901444350042475,True
212,Grass,Ice,1.4902293967714528,1.5233644859813085,-0.03313508920985564,True
213,Grass,Dragon,1.3194562446898896,1.401444350042481,-0.08198810535259127,True
214,Grass,Dark,1.4256584536958368,1.4783347493627867,-0.05267629566694998,True
215,Grass,Fairy,1.4175870858113848,1.4222599830076466,-0.004672897196261738,True
216,Electric,Normal,1.2463891248937977,1.151231945624469,0.09515717926932865,True
217,Electric,Fighting,1.5556499575191165,1.3330501274426507,0.22259983007646578,True
218,Electric,Flying,1.461767204757859,1.2548853016142736,0.20688190314358534,True
219,Electric,Poison,1.398895497026338,1.1835174171622769,0.2153780798640612,True
220,Electric,Ground,1.5301614273576891,1.3496176720475785,0.18054375531011058,True
221,Electric,Rock,1.4209855564995753,1.445199660152931,-0.024214103653355856,False
222,Electric,Bug,1.4995751911639763,1.308411214953271,0.19116397621070536,False
223,Electric,Ghost,1.4044180118946474,1.2107051826677995,0.19371282922684796,True
224,Electric,Steel,1.3853016142735768,1.213678844519966,0.1716227697536108,True
225,Electric,Fire,1.5101954120645709,1.2608326253186066,0.24936278674596424,True
226,Electric,Water,1.399320305862362,1.2514868309260834,0.14783347493627863,True
227,Electric,Grass,1.3330501274426507,1.4099405267629566,-0.07689039932030584,True
228,Electric,,1.1801189464740867,1.0467289719626167,0.13338997451146994,True
229,Electric,Psychic,1.3823279524214103,1.2905692438402718,0.09175870858113844,True
230,Electric,Ice,1.4647408666100254,1.3355989804587935,0.1291418861512319,True
231,Electric,Dragon,1.3075615972812233,1.2332200509770603,0.07434154630416301,True
232,Electric,Dark,1.4044180118946474,1.2888700084961766,0.11554800339847082,True
233,Electric,Fairy,1.4282073067119796,1.2124044180118947,0.2158028887000849,True
234,Psychic,Normal,1.145284621920136,1.292268479184367,-0.14698385726423102,True
235,Psychic,Fighting,1.4808836023789296,1.4519966015293118,0.028887000849617817,True
236,Psychic,Flying,1.3075615972812233,1.3865760407816483,-0.07901444350042497,True
237,Psychic,Poison,1.3016142735768903,1.3772302463891248,-0.07561597281223453,False
238,Psychic,Ground,1.4044180118946474,1.485981308411215,-0.08156329651656757,False
239,Psychic,Rock,1.4180118946474087,1.6023789294817332,-0.18436703483432448,False
240,Psychic,Bug,1.401019541206457,1.4171622769753611,-0.016142735768904126,False
241,Psychic,Ghost,1.3092608326253186,1.2124044180118947,0.09685641461342387,True
242,Psychic,Steel,1.3237043330501275,1.393372982158029,-0.06966864910790149,True
243,Psychic,Fire,1.4180118946474087,1.45964316057774,-0.041631265930331285,True
244,Psychic,Water,1.346644010195412,1.3823279524214103,-0.035683942225998244,False
245,Psychic,Grass,1.3942225998300766,1.4732370433305013,-0.07901444350042475,True
246,Psychic,Electric,1.3823279524214103,1.2905692438402718,0.09175870858113844,False
247,Psychic,,1.1057774001699234,1.1903143585386575,-0.0845369583687341,True
248,Psychic,Ice,1.4562446898895498,1.45964316057774,-0.003398470688190214,True
249,Psychic,Dragon,1.211554800339847,1.389124893797791,-0.17757009345794383,True
250,Psychic,Dark,1.3092608326253186,1.328802039082413,-0.01954120645709434,True
251,Psychic,Fairy,1.2727272727272727,1.3254035683942227,-0.05267629566694998,True
252,Ice,Normal,1.3381478334749364,1.2778249787595581,0.06032285471537824,False
253,Ice,Fighting,1.6219201359388276,1.4961767204757859,0.12574341546304169,False
254,Ice,Flying,1.4647408666100254,1.3865760407816483,0.07816482582837714,True
255,Ice,Poison,1.3925233644859814,1.4256584536958368,-0.03313508920985542,False
256,Ice,Ground,1.6074766355140186,1.5505522514868308,0.0569243840271878,True
257,Ice,Rock,1.508071367884452,1.5573491928632115,-0.049277824978759543,True
258,Ice,Bug,1.4664401019541207,1.3712829226847918,0.09515717926932887,True
259,Ice,Ghost,1.480033984706882,1.3967714528462192,0.08326253186066279,True
260,Ice,Steel,1.435429056924384,1.32625318606627,0.10917587085811387,True
261,Ice,Fire,1.44732370433305,1.4460492778249787,0.0012744265080713024,True
262,Ice,Water,1.429481733220051,1.4341546304163126,-0.004672897196261738,True
263,Ice,Grass,1.4902293967714528,1.5233644859813085,-0.03313508920985564,False
264,Ice,Electric,1.4647408666100254,1.3355989804587935,0.1291418861512319,False
265,Ice,Psychic,1.4562446898895498,1.45964316057774,-0.003398470688190214,True
266,Ice,,1.2735768903993203,1.2684791843670349,0.005097706032285432,True
267,Ice,Dragon,1.3381478334749364,1.4341546304163126,-0.09600679694137626,False
268,Ice,Dark,1.480033984706882,1.393372982158029,0.086661002548853,False
269,Ice,Fairy,1.439252336448598,1.3449447748513168,0.09430756159728126,True
270,Dragon,Normal,1.0671197960917587,1.2557349192863212,-0.18861512319456253,True
271,Dragon,Fighting,1.4197111299915037,1.3661852166525064,0.053525913338997366,True
272,Dragon,Flying,1.3228547153780799,1.2905692438402718,0.03228547153780803,True
273,Dragon,Poison,1.2370433305012745,1.320305862361937,-0.08326253186066257,False
274,Dragon,Ground,1.4018691588785046,1.3997451146983857,0.0021240441801189114,True
275,Dragon,Rock,1.3559898045879355,1.5620220900594732,-0.20603228547153773,False
276,Dragon,Bug,1.3305012744265081,1.389124893797791,-0.0586236193712828,False
277,Dragon,Ghost,1.2412914188615123,1.3109600679694138,-0.06966864910790149,True
278,Dragon,Steel,1.2438402718776551,1.3678844519966016,-0.12404418011894647,False
279,Dragon,Fire,1.3644859813084111,1.3823279524214103,-0.017841971112999122,True
280,Dragon,Water,1.2735768903993203,1.3011894647408666,-0.027612574341546292,True
281,Dragon,Grass,1.3194562446898896,1.401444350042481,-0.08198810535259127,False
282,Dragon,Electric,1.3075615972812233,1.2332200509770603,0.07434154630416301,True
283,Dragon,Psychic,1.211554800339847,1.389124893797791,-0.17757009345794383,True
284,Dragon,Ice,1.3381478334749364,1.4341546304163126,-0.09600679694137626,True
285,Dragon,,1.0450297366185217,1.0938827527612573,-0.04885301614273563,True
286,Dragon,Dark,1.231945624468989,1.3313508920985557,-0.0994052676295667,True
287,Dragon,Fairy,1.2081563296516566,1.312659303313509,-0.10450297366185235,True
288,Dark,Normal,1.1775700934579438,1.207731520815633,-0.03016142735768912,True
289,Dark,Fighting,1.5106202209005948,1.3865760407816483,0.12404418011894647,True
290,Dark,Flying,1.4146134239592183,1.387425658453696,0.027187765505522377,True
291,Dark,Poison,1.3271028037383177,1.3806287170773153,-0.05352591333899759,True
292,Dark,Ground,1.491928632115548,1.4902293967714528,0.001699235344095218,True
293,Dark,Rock,1.439252336448598,1.554800339847069,-0.11554800339847082,False
294,Dark,Bug,1.3198810535259133,1.4265080713678844,-0.10662701784197104,False
295,Dark,Ghost,1.1707731520815634,1.3483432455395072,-0.17757009345794383,True
296,Dark,Steel,1.3449447748513168,1.3364485981308412,0.008496176720475646,True
297,Dark,Fire,1.447748513169074,1.4587935429056924,-0.011045029736618472,True
298,Dark,Water,1.3721325403568394,1.3797790994052677,-0.007646559048428259,False
299,Dark,Grass,1.4256584536958368,1.4783347493627867,-0.05267629566694998,True
300,Dark,Electric,1.4044180118946474,1.2888700084961766,0.11554800339847082,False
301,Dark,Psychic,1.3092608326253186,1.328802039082413,-0.01954120645709434,True
302,Dark,Ice,1.480033984706882,1.393372982158029,0.086661002548853,True
303,Dark,Dragon,1.231945624468989,1.3313508920985557,-0.0994052676295667,True
304,Dark,,1.145284621920136,1.1576040781648258,-0.012319456244689775,True
305,Dark,Fairy,1.3704333050127442,1.3237043330501275,0.04672897196261672,True
306,Fairy,Normal,1.2081563296516566,1.215802888700085,-0.007646559048428259,False
307,Fairy,Fighting,1.4842820730671198,1.3695836873406966,0.11469838572642321,True
308,Fairy,Flying,1.3831775700934579,1.2973661852166525,0.0858113848768054,True
309,Fairy,Poison,1.356839422259983,1.286321155480034,0.0705182667799491,False
310,Fairy,Ground,1.5106202209005948,1.4265080713678844,0.0841121495327104,False
311,Fairy,Rock,1.4681393372982159,1.497875955819881,-0.029736618521665203,False
312,Fairy,Bug,1.3793542905692437,1.3636363636363635,0.01571792693288021,False
313,Fairy,Ghost,1.3704333050127442,1.2489379779099405,0.12149532710280364,False
314,Fairy,Steel,1.3593882752761257,1.3330501274426507,0.02633814783347499,True
315,Fairy,Fire,1.4651656754460494,1.3785046728971964,0.086661002548853,False
316,Fairy,Water,1.3967714528462192,1.3109600679694138,0.0858113848768054,False
317,Fairy,Grass,1.4175870858113848,1.4222599830076466,-0.004672897196261738,False
318,Fairy,Electric,1.4282073067119796,1.2124044180118947,0.2158028887000849,False
319,Fairy,Psychic,1.2727272727272727,1.3254035683942227,-0.05267629566694998,True
320,Fairy,Ice,1.439252336448598,1.3449447748513168,0.09430756159728126,False
321,Fairy,Dragon,1.2081563296516566,1.312659303313509,-0.10450297366185235,False
322,Fairy,Dark,1.3704333050127442,1.3237043330501275,0.04672897196261672,False
323,Fairy,,1.1830926083262532,1.0981308411214954,0.08496176720475779,True
